sentence,number
izilwane ezifuyiweyo zoziyishumi nantathu,13
imikhandlu yomiyishumi nantathu,13
amahlo omayishumi nantathu,13
izinkukhu zoziyishumi nantathu,13
izindlovu zoziyishumi nantathu,13
omlamuleli yishumi nantathu,13
izikhulumi zoziyishumi nantathu,13
omsebenzi yishumi nantathu,13
amabhodwe omayishumi nantathu,13
imifula yomiyishumi nantathu,13
iwayini loliyishumi nantathu,13
amazambane omayishumi nantathu,13
iziphawu zoziyishumi nantathu,13
izinyama zoziyishumi nantathu,13
izikukhukhula zoziyishumi nantathu,13
izisu zoziyishumi nantathu,13
ofishi yishumi nantathu,13
amahholitshi omayishumi nantathu,13
amatiye omayishumi nantathu,13
izihlaza zoziyishumi nantathu,13
abafundisi bobayishumi nantathu,13
imizila yomiyishumi nantathu,13
amazwe omayishumi nantathu,13
izindlwana zoziyishumi nantathu,13
izitambu zoziyishumi nantathu,13
imihlaba yomiyishumi nantathu,13
amabhodlela omayishumi nantathu,13
imithi yomiyishumi nantathu,13
okhilimu abayiqhwa yishumi nantathu,13
amaphoyisa omayishumi nantathu,13
izinyuvesi zoziyishumi nantathu,13
odonga yishumi nantathu,13
amawindi omayishumi nantathu,13
imigodi yomiyishumi nantathu,13
izitshalo zoziyishumi nantathu,13
amabhishi omayishumi nantathu,13
okhiye yishumi nantathu,13
izinkantini zoziyishumi nantathu,13
amapayipi omayishumi nantathu,13
izinja zoziyishumi nantathu,13
amaphilisi omayishumi nantathu,13
amahhotela omayishumi nantathu,13
izihlahla zoziyishumi nantathu,13
izilwandle zoziyishumi nantathu,13
izinyoni zoziyishumi nantathu,13
ophaya yishumi nantathu,13
amaphalamende omayishumi nantathu,13
amahebhivo omayishumi nantathu,13
izimoto zoziyishumi nantathu,13
amaholidi omayishumi nantathu,13
izindaba zoziyishumi nantathu,13
izifunda zoziyishumi nantathu,13
amagumbi omayishumi nantathu,13
izinyawo zoziyishumi nantathu,13
izimali zoziyishumi nantathu,13
izincwadi zoziyishumi nantathu,13
onesi yishumi nantathu,13
abameli bobayishumi nantathu,13
izicathulo zoziyishumi nantathu,13
izinkampani zoziyishumi nantathu,13
amabhanoyi omayishumi nantathu,13
amabhokisi omayishumi nantathu,13
amanzi omayishumi nantathu,13
amabhola omayishumi nantathu,13
abengammeli yishumi nantathu,13
izintaba zoziyishumi nane,14
amakhompyutha omayishumi nane,14
amakomidi omayishumi nane,14
amathoyizi omayishumi nane,14
iziNkosi zoziyishumi nane,14
amajikijolo omayishumi nane,14
izinsimu zoziyishumi nane,14
amagilebhisi omayishumi nane,14
iminini yomiyishumi nane,14
izithwebuli zoziyishumi nane,14
abafundi be-undergraduate bobayishumi nane,14
izidlo zoziyishumi nane,14
odokotela yishumi nane,14
izakhiwo zoziyishumi nane,14
izindawo zokubhukuda zoziyishumi nane,14
imiphakathi yomiyishumi nane,14
izilwane ezifuyiweyo zoziyishumi nane,14
imikhandlu yomiyishumi nane,14
amahlo omayishumi nane,14
izinkukhu zoziyishumi nane,14
izindlovu zoziyishumi nane,14
omlamuleli yishumi nane,14
izikhulumi zoziyishumi nane,14
omsebenzi yishumi nane,14
amabhodwe omayishumi nane,14
imifula yomiyishumi nane,14
iwayini loliyishumi nane,14
amazambane omayishumi nane,14
iziphawu zoziyishumi nane,14
izinyama zoziyishumi nane,14
izikukhukhula zoziyishumi nane,14
izisu zoziyishumi nane,14
ofishi yishumi nane,14
amahholitshi omayishumi nane,14
amatiye omayishumi nane,14
izihlaza zoziyishumi nane,14
abafundisi bobayishumi nane,14
imizila yomiyishumi nane,14
amazwe omayishumi nane,14
izindlwana zoziyishumi nane,14
izitambu zoziyishumi nane,14
imihlaba yomiyishumi nane,14
amabhodlela omayishumi nane,14
imithi yomiyishumi nane,14
okhilimu abayiqhwa yishumi nane,14
amaphoyisa omayishumi nane,14
izinyuvesi zoziyishumi nane,14
odonga yishumi nane,14
amawindi omayishumi nane,14
imigodi yomiyishumi nane,14
izitshalo zoziyishumi nane,14
amabhishi omayishumi nane,14
okhiye yishumi nane,14
izinkantini zoziyishumi nane,14
amapayipi omayishumi nane,14
izinja zoziyishumi nane,14
amaphilisi omayishumi nane,14
amahhotela omayishumi nane,14
izihlahla zoziyishumi nane,14
izilwandle zoziyishumi nane,14
izinyoni zoziyishumi nane,14
ophaya yishumi nane,14
amaphalamende omayishumi nane,14
amahebhivo omayishumi nane,14
izimoto zoziyishumi nane,14
amaholidi omayishumi nane,14
izindaba zoziyishumi nane,14
izifunda zoziyishumi nane,14
amagumbi omayishumi nane,14
izinyawo zoziyishumi nane,14
izimali zoziyishumi nane,14
izincwadi zoziyishumi nane,14
onesi yishumi nane,14
abameli bobayishumi nane,14
izicathulo zoziyishumi nane,14
izinkampani zoziyishumi nane,14
amabhanoyi omayishumi nane,14
amabhokisi omayishumi nane,14
amanzi omayishumi nane,14
amabhola omayishumi nane,14
abengammeli yishumi nane,14
izintaba zoziyishumi nanhlanu,15
amakhompyutha omayishumi nanhlanu,15
amakomidi omayishumi nanhlanu,15
amathoyizi omayishumi nanhlanu,15
iziNkosi zoziyishumi nanhlanu,15
amajikijolo omayishumi nanhlanu,15
izinsimu zoziyishumi nanhlanu,15
amagilebhisi omayishumi nanhlanu,15
iminini yomiyishumi nanhlanu,15
izithwebuli zoziyishumi nanhlanu,15
abafundi be-undergraduate bobayishumi nanhlanu,15
izidlo zoziyishumi nanhlanu,15
odokotela yishumi nanhlanu,15
izakhiwo zoziyishumi nanhlanu,15
izindawo zokubhukuda zoziyishumi nanhlanu,15
imiphakathi yomiyishumi nanhlanu,15
izilwane ezifuyiweyo zoziyishumi nanhlanu,15
imikhandlu yomiyishumi nanhlanu,15
amahlo omayishumi nanhlanu,15
izinkukhu zoziyishumi nanhlanu,15
izindlovu zoziyishumi nanhlanu,15
omlamuleli yishumi nanhlanu,15
izikhulumi zoziyishumi nanhlanu,15
omsebenzi yishumi nanhlanu,15
amabhodwe omayishumi nanhlanu,15
imifula yomiyishumi nanhlanu,15
iwayini loliyishumi nanhlanu,15
amazambane omayishumi nanhlanu,15
iziphawu zoziyishumi nanhlanu,15
izinyama zoziyishumi nanhlanu,15
izikukhukhula zoziyishumi nanhlanu,15
izisu zoziyishumi nanhlanu,15
ofishi yishumi nanhlanu,15
amahholitshi omayishumi nanhlanu,15
amatiye omayishumi nanhlanu,15
izihlaza zoziyishumi nanhlanu,15
abafundisi bobayishumi nanhlanu,15
imizila yomiyishumi nanhlanu,15
amazwe omayishumi nanhlanu,15
izindlwana zoziyishumi nanhlanu,15
izitambu zoziyishumi nanhlanu,15
imihlaba yomiyishumi nanhlanu,15
amabhodlela omayishumi nanhlanu,15
imithi yomiyishumi nanhlanu,15
okhilimu abayiqhwa yishumi nanhlanu,15
amaphoyisa omayishumi nanhlanu,15
izinyuvesi zoziyishumi nanhlanu,15
odonga yishumi nanhlanu,15
amawindi omayishumi nanhlanu,15
imigodi yomiyishumi nanhlanu,15
izitshalo zoziyishumi nanhlanu,15
amabhishi omayishumi nanhlanu,15
okhiye yishumi nanhlanu,15
izinkantini zoziyishumi nanhlanu,15
amapayipi omayishumi nanhlanu,15
izinja zoziyishumi nanhlanu,15
amaphilisi omayishumi nanhlanu,15
amahhotela omayishumi nanhlanu,15
izihlahla zoziyishumi nanhlanu,15
izilwandle zoziyishumi nanhlanu,15
izinyoni zoziyishumi nanhlanu,15
ophaya yishumi nanhlanu,15
amaphalamende omayishumi nanhlanu,15
amahebhivo omayishumi nanhlanu,15
izimoto zoziyishumi nanhlanu,15
amaholidi omayishumi nanhlanu,15
izindaba zoziyishumi nanhlanu,15
izifunda zoziyishumi nanhlanu,15
amagumbi omayishumi nanhlanu,15
izinyawo zoziyishumi nanhlanu,15
izimali zoziyishumi nanhlanu,15
izincwadi zoziyishumi nanhlanu,15
onesi yishumi nanhlanu,15
abameli bobayishumi nanhlanu,15
izicathulo zoziyishumi nanhlanu,15
izinkampani zoziyishumi nanhlanu,15
amabhanoyi omayishumi nanhlanu,15
amabhokisi omayishumi nanhlanu,15
amanzi omayishumi nanhlanu,15
amabhola omayishumi nanhlanu,15
abengammeli yishumi nanhlanu,15
izintaba zoziyishumi nesithupha,16
amakhompyutha omayishumi nesithupha,16
amakomidi omayishumi nesithupha,16
amathoyizi omayishumi nesithupha,16
iziNkosi zoziyishumi nesithupha,16
amajikijolo omayishumi nesithupha,16
izinsimu zoziyishumi nesithupha,16
amagilebhisi omayishumi nesithupha,16
iminini yomiyishumi nesithupha,16
izithwebuli zoziyishumi nesithupha,16
abafundi be-undergraduate bobayishumi nesithupha,16
izidlo zoziyishumi nesithupha,16
odokotela yishumi nesithupha,16
izakhiwo zoziyishumi nesithupha,16
izindawo zokubhukuda zoziyishumi nesithupha,16
imiphakathi yomiyishumi nesithupha,16
izilwane ezifuyiweyo zoziyishumi nesithupha,16
imikhandlu yomiyishumi nesithupha,16
amahlo omayishumi nesithupha,16
izinkukhu zoziyishumi nesithupha,16
izindlovu zoziyishumi nesithupha,16
omlamuleli yishumi nesithupha,16
izikhulumi zoziyishumi nesithupha,16
omsebenzi yishumi nesithupha,16
amabhodwe omayishumi nesithupha,16
imifula yomiyishumi nesithupha,16
iwayini loliyishumi nesithupha,16
amazambane omayishumi nesithupha,16
iziphawu zoziyishumi nesithupha,16
izinyama zoziyishumi nesithupha,16
izikukhukhula zoziyishumi nesithupha,16
izisu zoziyishumi nesithupha,16
ofishi yishumi nesithupha,16
amahholitshi omayishumi nesithupha,16
amatiye omayishumi nesithupha,16
izihlaza zoziyishumi nesithupha,16
abafundisi bobayishumi nesithupha,16
imizila yomiyishumi nesithupha,16
amazwe omayishumi nesithupha,16
izindlwana zoziyishumi nesithupha,16
izitambu zoziyishumi nesithupha,16
imihlaba yomiyishumi nesithupha,16
amabhodlela omayishumi nesithupha,16
imithi yomiyishumi nesithupha,16
okhilimu abayiqhwa yishumi nesithupha,16
amaphoyisa omayishumi nesithupha,16
izinyuvesi zoziyishumi nesithupha,16
odonga yishumi nesithupha,16
amawindi omayishumi nesithupha,16
imigodi yomiyishumi nesithupha,16
izitshalo zoziyishumi nesithupha,16
amabhishi omayishumi nesithupha,16
okhiye yishumi nesithupha,16
izinkantini zoziyishumi nesithupha,16
amapayipi omayishumi nesithupha,16
izinja zoziyishumi nesithupha,16
amaphilisi omayishumi nesithupha,16
amahhotela omayishumi nesithupha,16
izihlahla zoziyishumi nesithupha,16
izilwandle zoziyishumi nesithupha,16
izinyoni zoziyishumi nesithupha,16
ophaya yishumi nesithupha,16
amaphalamende omayishumi nesithupha,16
amahebhivo omayishumi nesithupha,16
izimoto zoziyishumi nesithupha,16
amaholidi omayishumi nesithupha,16
izindaba zoziyishumi nesithupha,16
izifunda zoziyishumi nesithupha,16
amagumbi omayishumi nesithupha,16
izinyawo zoziyishumi nesithupha,16
izimali zoziyishumi nesithupha,16
izincwadi zoziyishumi nesithupha,16
onesi yishumi nesithupha,16
abameli bobayishumi nesithupha,16
izicathulo zoziyishumi nesithupha,16
izinkampani zoziyishumi nesithupha,16
amabhanoyi omayishumi nesithupha,16
amabhokisi omayishumi nesithupha,16
amanzi omayishumi nesithupha,16
amabhola omayishumi nesithupha,16
abengammeli yishumi nesithupha,16
izintaba zoziyishumi nesikhombisa,17
amakhompyutha omayishumi nesikhombisa,17
amakomidi omayishumi nesikhombisa,17
amathoyizi omayishumi nesikhombisa,17
iziNkosi zoziyishumi nesikhombisa,17
amajikijolo omayishumi nesikhombisa,17
izinsimu zoziyishumi nesikhombisa,17
amagilebhisi omayishumi nesikhombisa,17
iminini yomiyishumi nesikhombisa,17
izithwebuli zoziyishumi nesikhombisa,17
abafundi be-undergraduate bobayishumi nesikhombisa,17
izidlo zoziyishumi nesikhombisa,17
odokotela yishumi nesikhombisa,17
izakhiwo zoziyishumi nesikhombisa,17
izindawo zokubhukuda zoziyishumi nesikhombisa,17
imiphakathi yomiyishumi nesikhombisa,17
izilwane ezifuyiweyo zoziyishumi nesikhombisa,17
imikhandlu yomiyishumi nesikhombisa,17
amahlo omayishumi nesikhombisa,17
izinkukhu zoziyishumi nesikhombisa,17
izindlovu zoziyishumi nesikhombisa,17
omlamuleli yishumi nesikhombisa,17
izikhulumi zoziyishumi nesikhombisa,17
omsebenzi yishumi nesikhombisa,17
amabhodwe omayishumi nesikhombisa,17
imifula yomiyishumi nesikhombisa,17
iwayini loliyishumi nesikhombisa,17
amazambane omayishumi nesikhombisa,17
iziphawu zoziyishumi nesikhombisa,17
izinyama zoziyishumi nesikhombisa,17
izikukhukhula zoziyishumi nesikhombisa,17
izisu zoziyishumi nesikhombisa,17
ofishi yishumi nesikhombisa,17
amahholitshi omayishumi nesikhombisa,17
amatiye omayishumi nesikhombisa,17
izihlaza zoziyishumi nesikhombisa,17
abafundisi bobayishumi nesikhombisa,17
imizila yomiyishumi nesikhombisa,17
amazwe omayishumi nesikhombisa,17
izindlwana zoziyishumi nesikhombisa,17
izitambu zoziyishumi nesikhombisa,17
imihlaba yomiyishumi nesikhombisa,17
amabhodlela omayishumi nesikhombisa,17
imithi yomiyishumi nesikhombisa,17
okhilimu abayiqhwa yishumi nesikhombisa,17
amaphoyisa omayishumi nesikhombisa,17
izinyuvesi zoziyishumi nesikhombisa,17
odonga yishumi nesikhombisa,17
amawindi omayishumi nesikhombisa,17
imigodi yomiyishumi nesikhombisa,17
izitshalo zoziyishumi nesikhombisa,17
amabhishi omayishumi nesikhombisa,17
okhiye yishumi nesikhombisa,17
izinkantini zoziyishumi nesikhombisa,17
amapayipi omayishumi nesikhombisa,17
izinja zoziyishumi nesikhombisa,17
amaphilisi omayishumi nesikhombisa,17
amahhotela omayishumi nesikhombisa,17
izihlahla zoziyishumi nesikhombisa,17
izilwandle zoziyishumi nesikhombisa,17
izinyoni zoziyishumi nesikhombisa,17
ophaya yishumi nesikhombisa,17
amaphalamende omayishumi nesikhombisa,17
amahebhivo omayishumi nesikhombisa,17
izimoto zoziyishumi nesikhombisa,17
amaholidi omayishumi nesikhombisa,17
izindaba zoziyishumi nesikhombisa,17
izifunda zoziyishumi nesikhombisa,17
amagumbi omayishumi nesikhombisa,17
izinyawo zoziyishumi nesikhombisa,17
izimali zoziyishumi nesikhombisa,17
izincwadi zoziyishumi nesikhombisa,17
onesi yishumi nesikhombisa,17
abameli bobayishumi nesikhombisa,17
izicathulo zoziyishumi nesikhombisa,17
izinkampani zoziyishumi nesikhombisa,17
amabhanoyi omayishumi nesikhombisa,17
amabhokisi omayishumi nesikhombisa,17
amanzi omayishumi nesikhombisa,17
amabhola omayishumi nesikhombisa,17
abengammeli yishumi nesikhombisa,17
izintaba zoziyishumi nesishiyagalombili,18
amakhompyutha omayishumi nesishiyagalombili,18
amakomidi omayishumi nesishiyagalombili,18
amathoyizi omayishumi nesishiyagalombili,18
iziNkosi zoziyishumi nesishiyagalombili,18
amajikijolo omayishumi nesishiyagalombili,18
izinsimu zoziyishumi nesishiyagalombili,18
amagilebhisi omayishumi nesishiyagalombili,18
iminini yomiyishumi nesishiyagalombili,18
izithwebuli zoziyishumi nesishiyagalombili,18
abafundi be-undergraduate bobayishumi nesishiyagalombili,18
izidlo zoziyishumi nesishiyagalombili,18
odokotela yishumi nesishiyagalombili,18
izakhiwo zoziyishumi nesishiyagalombili,18
izindawo zokubhukuda zoziyishumi nesishiyagalombili,18
imiphakathi yomiyishumi nesishiyagalombili,18
izilwane ezifuyiweyo zoziyishumi nesishiyagalombili,18
imikhandlu yomiyishumi nesishiyagalombili,18
amahlo omayishumi nesishiyagalombili,18
izinkukhu zoziyishumi nesishiyagalombili,18
izindlovu zoziyishumi nesishiyagalombili,18
omlamuleli yishumi nesishiyagalombili,18
izikhulumi zoziyishumi nesishiyagalombili,18
omsebenzi yishumi nesishiyagalombili,18
amabhodwe omayishumi nesishiyagalombili,18
imifula yomiyishumi nesishiyagalombili,18
iwayini loliyishumi nesishiyagalombili,18
amazambane omayishumi nesishiyagalombili,18
iziphawu zoziyishumi nesishiyagalombili,18
izinyama zoziyishumi nesishiyagalombili,18
izikukhukhula zoziyishumi nesishiyagalombili,18
izisu zoziyishumi nesishiyagalombili,18
ofishi yishumi nesishiyagalombili,18
amahholitshi omayishumi nesishiyagalombili,18
amatiye omayishumi nesishiyagalombili,18
izihlaza zoziyishumi nesishiyagalombili,18
abafundisi bobayishumi nesishiyagalombili,18
imizila yomiyishumi nesishiyagalombili,18
amazwe omayishumi nesishiyagalombili,18
izindlwana zoziyishumi nesishiyagalombili,18
izitambu zoziyishumi nesishiyagalombili,18
imihlaba yomiyishumi nesishiyagalombili,18
amabhodlela omayishumi nesishiyagalombili,18
imithi yomiyishumi nesishiyagalombili,18
okhilimu abayiqhwa yishumi nesishiyagalombili,18
amaphoyisa omayishumi nesishiyagalombili,18
izinyuvesi zoziyishumi nesishiyagalombili,18
odonga yishumi nesishiyagalombili,18
amawindi omayishumi nesishiyagalombili,18
imigodi yomiyishumi nesishiyagalombili,18
izitshalo zoziyishumi nesishiyagalombili,18
amabhishi omayishumi nesishiyagalombili,18
okhiye yishumi nesishiyagalombili,18
izinkantini zoziyishumi nesishiyagalombili,18
amapayipi omayishumi nesishiyagalombili,18
izinja zoziyishumi nesishiyagalombili,18
amaphilisi omayishumi nesishiyagalombili,18
amahhotela omayishumi nesishiyagalombili,18
izihlahla zoziyishumi nesishiyagalombili,18
izilwandle zoziyishumi nesishiyagalombili,18
izinyoni zoziyishumi nesishiyagalombili,18
ophaya yishumi nesishiyagalombili,18
amaphalamende omayishumi nesishiyagalombili,18
amahebhivo omayishumi nesishiyagalombili,18
izimoto zoziyishumi nesishiyagalombili,18
amaholidi omayishumi nesishiyagalombili,18
izindaba zoziyishumi nesishiyagalombili,18
izifunda zoziyishumi nesishiyagalombili,18
amagumbi omayishumi nesishiyagalombili,18
izinyawo zoziyishumi nesishiyagalombili,18
izimali zoziyishumi nesishiyagalombili,18
izincwadi zoziyishumi nesishiyagalombili,18
onesi yishumi nesishiyagalombili,18
abameli bobayishumi nesishiyagalombili,18
izicathulo zoziyishumi nesishiyagalombili,18
izinkampani zoziyishumi nesishiyagalombili,18
amabhanoyi omayishumi nesishiyagalombili,18
amabhokisi omayishumi nesishiyagalombili,18
amanzi omayishumi nesishiyagalombili,18
amabhola omayishumi nesishiyagalombili,18
abengammeli yishumi nesishiyagalombili,18
izintaba zoziyishumi nesishiyagalolunye,19
amakhompyutha omayishumi nesishiyagalolunye,19
amakomidi omayishumi nesishiyagalolunye,19
amathoyizi omayishumi nesishiyagalolunye,19
iziNkosi zoziyishumi nesishiyagalolunye,19
amajikijolo omayishumi nesishiyagalolunye,19
izinsimu zoziyishumi nesishiyagalolunye,19
amagilebhisi omayishumi nesishiyagalolunye,19
iminini yomiyishumi nesishiyagalolunye,19
izithwebuli zoziyishumi nesishiyagalolunye,19
abafundi be-undergraduate bobayishumi nesishiyagalolunye,19
izidlo zoziyishumi nesishiyagalolunye,19
odokotela yishumi nesishiyagalolunye,19
izakhiwo zoziyishumi nesishiyagalolunye,19
izindawo zokubhukuda zoziyishumi nesishiyagalolunye,19
imiphakathi yomiyishumi nesishiyagalolunye,19
izilwane ezifuyiweyo zoziyishumi nesishiyagalolunye,19
imikhandlu yomiyishumi nesishiyagalolunye,19
amahlo omayishumi nesishiyagalolunye,19
izinkukhu zoziyishumi nesishiyagalolunye,19
izindlovu zoziyishumi nesishiyagalolunye,19
omlamuleli yishumi nesishiyagalolunye,19
izikhulumi zoziyishumi nesishiyagalolunye,19
omsebenzi yishumi nesishiyagalolunye,19
amabhodwe omayishumi nesishiyagalolunye,19
imifula yomiyishumi nesishiyagalolunye,19
iwayini loliyishumi nesishiyagalolunye,19
amazambane omayishumi nesishiyagalolunye,19
iziphawu zoziyishumi nesishiyagalolunye,19
izinyama zoziyishumi nesishiyagalolunye,19
izikukhukhula zoziyishumi nesishiyagalolunye,19
izisu zoziyishumi nesishiyagalolunye,19
ofishi yishumi nesishiyagalolunye,19
amahholitshi omayishumi nesishiyagalolunye,19
amatiye omayishumi nesishiyagalolunye,19
izihlaza zoziyishumi nesishiyagalolunye,19
abafundisi bobayishumi nesishiyagalolunye,19
imizila yomiyishumi nesishiyagalolunye,19
amazwe omayishumi nesishiyagalolunye,19
izindlwana zoziyishumi nesishiyagalolunye,19
izitambu zoziyishumi nesishiyagalolunye,19
imihlaba yomiyishumi nesishiyagalolunye,19
amabhodlela omayishumi nesishiyagalolunye,19
imithi yomiyishumi nesishiyagalolunye,19
okhilimu abayiqhwa yishumi nesishiyagalolunye,19
amaphoyisa omayishumi nesishiyagalolunye,19
izinyuvesi zoziyishumi nesishiyagalolunye,19
odonga yishumi nesishiyagalolunye,19
amawindi omayishumi nesishiyagalolunye,19
imigodi yomiyishumi nesishiyagalolunye,19
izitshalo zoziyishumi nesishiyagalolunye,19
amabhishi omayishumi nesishiyagalolunye,19
okhiye yishumi nesishiyagalolunye,19
izinkantini zoziyishumi nesishiyagalolunye,19
amapayipi omayishumi nesishiyagalolunye,19
izinja zoziyishumi nesishiyagalolunye,19
amaphilisi omayishumi nesishiyagalolunye,19
amahhotela omayishumi nesishiyagalolunye,19
izihlahla zoziyishumi nesishiyagalolunye,19
izilwandle zoziyishumi nesishiyagalolunye,19
izinyoni zoziyishumi nesishiyagalolunye,19
ophaya yishumi nesishiyagalolunye,19
amaphalamende omayishumi nesishiyagalolunye,19
amahebhivo omayishumi nesishiyagalolunye,19
izimoto zoziyishumi nesishiyagalolunye,19
amaholidi omayishumi nesishiyagalolunye,19
izindaba zoziyishumi nesishiyagalolunye,19
izifunda zoziyishumi nesishiyagalolunye,19
amagumbi omayishumi nesishiyagalolunye,19
izinyawo zoziyishumi nesishiyagalolunye,19
izimali zoziyishumi nesishiyagalolunye,19
izincwadi zoziyishumi nesishiyagalolunye,19
onesi yishumi nesishiyagalolunye,19
abameli bobayishumi nesishiyagalolunye,19
izicathulo zoziyishumi nesishiyagalolunye,19
izinkampani zoziyishumi nesishiyagalolunye,19
amabhanoyi omayishumi nesishiyagalolunye,19
amabhokisi omayishumi nesishiyagalolunye,19
amanzi omayishumi nesishiyagalolunye,19
amabhola omayishumi nesishiyagalolunye,19
abengammeli yishumi nesishiyagalolunye,19
izintaba zozingamashumi amabili,20
amakhompyutha omangamashumi amabili,20
amakomidi omangamashumi amabili,20
amathoyizi omangamashumi amabili,20
iziNkosi zozingamashumi amabili,20
amajikijolo omangamashumi amabili,20
izinsimu zozingamashumi amabili,20
amagilebhisi omangamashumi amabili,20
iminini yomingamashumi amabili,20
izithwebuli zozingamashumi amabili,20
abafundi be-undergraduate bobangamashumi amabili,20
