sentence,first_noun,verb,second_noun,number
isakhiwo sithenga umnini onye,isakhiwo,sithenga,umnini,1
isakhiwo sithenga unyawo olunye,isakhiwo,sithenga,unyawo,1
isakhiwo sithenga izambane elinye,isakhiwo,sithenga,izambane,1
isakhiwo sithenga iNkosi enye,isakhiwo,sithenga,iNkosi,1
isakhiwo sithenga ibhola elinye,isakhiwo,sithenga,ibhola,1
isakhiwo sithenga umzila onye,isakhiwo,sithenga,umzila,1
isakhiwo sithenga isicathulo esinye,isakhiwo,sithenga,isicathulo,1
isakhiwo sithenga ihholitshi elinye,isakhiwo,sithenga,ihholitshi,1
isakhiwo sithenga isihlahla esinye,isakhiwo,sithenga,isihlahla,1
isakhiwo sithenga ihhotela elinye,isakhiwo,sithenga,ihhotela,1
isakhiwo sithenga ihebhivo elinye,isakhiwo,sithenga,ihebhivo,1
isakhiwo sithenga umuthi onye,isakhiwo,sithenga,umuthi,1
isakhiwo sithenga igilebhisi elinye,isakhiwo,sithenga,igilebhisi,1
isakhiwo sithenga isikukhukhula esinye,isakhiwo,sithenga,isikukhukhula,1
isakhiwo sithenga inyuvesi enye,isakhiwo,sithenga,inyuvesi,1
isakhiwo sithenga inja enye,isakhiwo,sithenga,inja,1
isakhiwo sithenga iphoyisa elinye,isakhiwo,sithenga,iphoyisa,1
isakhiwo sithenga umkhandlu onye,isakhiwo,sithenga,umkhandlu,1
isakhiwo sithenga iwayini elinye,isakhiwo,sithenga,iwayini,1
isakhiwo sithenga uphawu olunye,isakhiwo,sithenga,uphawu,1
isakhiwo sithenga indawo yokubhukuda enye,isakhiwo,sithenga,indawo yokubhukuda,1
isakhiwo sithenga ikhompyutha elinye,isakhiwo,sithenga,ikhompyutha,1
isakhiwo sithenga isikhulumi esinye,isakhiwo,sithenga,isikhulumi,1
isakhiwo sithenga inyama enye,isakhiwo,sithenga,inyama,1
isakhiwo sithenga udokotela onye,isakhiwo,sithenga,udokotela,1
isakhiwo sithenga indlovu enye,isakhiwo,sithenga,indlovu,1
isakhiwo sithenga inkampani enye,isakhiwo,sithenga,inkampani,1
isakhiwo sithenga inkukhu enye,isakhiwo,sithenga,inkukhu,1
isakhiwo sithenga umlamuleli onye,isakhiwo,sithenga,umlamuleli,1
isakhiwo sithenga isidlo esinye,isakhiwo,sithenga,isidlo,1
isakhiwo sithenga umfundi we-undergraduate onye,isakhiwo,sithenga,umfundi we-undergraduate,1
isakhiwo sithenga ipayipi elinye,isakhiwo,sithenga,ipayipi,1
isakhiwo sithenga umfundisi onye,isakhiwo,sithenga,umfundisi,1
isakhiwo sithenga ibhodwe elinye,isakhiwo,sithenga,ibhodwe,1
isakhiwo sithenga iphalamende elinye,isakhiwo,sithenga,iphalamende,1
isakhiwo sithenga iholidi elinye,isakhiwo,sithenga,iholidi,1
isakhiwo sithenga indaba enye,isakhiwo,sithenga,indaba,1
isakhiwo sithenga ufishi onye,isakhiwo,sithenga,ufishi,1
isakhiwo sithenga ithoyizi elinye,isakhiwo,sithenga,ithoyizi,1
isakhiwo sithenga umfula onye,isakhiwo,sithenga,umfula,1
isakhiwo sithenga ukhilimu oyiqhwa onye,isakhiwo,sithenga,ukhilimu oyiqhwa,1
isakhiwo sithenga ibhokisi elinye,isakhiwo,sithenga,ibhokisi,1
isakhiwo sithenga isitambu esinye,isakhiwo,sithenga,isitambu,1
isakhiwo sithenga umsebenzi onye,isakhiwo,sithenga,umsebenzi,1
isakhiwo sithenga umgodi onye,isakhiwo,sithenga,umgodi,1
isakhiwo sithenga ihlo elinye,isakhiwo,sithenga,ihlo,1
isakhiwo sithenga insimu enye,isakhiwo,sithenga,insimu,1
isakhiwo sithenga isifunda esinye,isakhiwo,sithenga,isifunda,1
isakhiwo sithenga udonga onye,isakhiwo,sithenga,udonga,1
isakhiwo sithenga itiye elinye,isakhiwo,sithenga,itiye,1
isakhiwo sithenga ibhodlela elinye,isakhiwo,sithenga,ibhodlela,1
isakhiwo sithenga ukhiye onye,isakhiwo,sithenga,ukhiye,1
isakhiwo sithenga inkantini enye,isakhiwo,sithenga,inkantini,1
isakhiwo sithenga isisu esinye,isakhiwo,sithenga,isisu,1
isakhiwo sithenga uphaya onye,isakhiwo,sithenga,uphaya,1
isakhiwo sithenga intaba enye,isakhiwo,sithenga,intaba,1
isakhiwo sithenga umengammeli onye,isakhiwo,sithenga,umengammeli,1
isakhiwo sithenga umhlaba onye,isakhiwo,sithenga,umhlaba,1
isakhiwo sithenga ibhanoyi elinye,isakhiwo,sithenga,ibhanoyi,1
isakhiwo sithenga incwadi enye,isakhiwo,sithenga,incwadi,1
isakhiwo sithenga isitshalo esinye,isakhiwo,sithenga,isitshalo,1
isakhiwo sithenga unesi onye,isakhiwo,sithenga,unesi,1
isakhiwo sithenga isithwebuli esinye,isakhiwo,sithenga,isithwebuli,1
isakhiwo sithenga isilwane esifuyiweyo esinye,isakhiwo,sithenga,isilwane esifuyiweyo,1
isakhiwo sithenga igumbi elinye,isakhiwo,sithenga,igumbi,1
isakhiwo sithenga iwindi elinye,isakhiwo,sithenga,iwindi,1
isakhiwo sithenga ulwandle olunye,isakhiwo,sithenga,ulwandle,1
isakhiwo sithenga ummeli onye,isakhiwo,sithenga,ummeli,1
isakhiwo sithenga umphakathi onye,isakhiwo,sithenga,umphakathi,1
isakhiwo sithenga ikomidi elinye,isakhiwo,sithenga,ikomidi,1
isakhiwo sithenga indlwana enye,isakhiwo,sithenga,indlwana,1
isakhiwo sithenga iphilisi elinye,isakhiwo,sithenga,iphilisi,1
isakhiwo sithenga uhlaza olunye,isakhiwo,sithenga,uhlaza,1
isakhiwo sithenga imoto enye,isakhiwo,sithenga,imoto,1
umnini uthenga imali enye,umnini,uthenga,imali,1
umnini uthenga ijikijolo elinye,umnini,uthenga,ijikijolo,1
umnini uthenga inyoni enye,umnini,uthenga,inyoni,1
umnini uthenga ibhishi elinye,umnini,uthenga,ibhishi,1
umnini uthenga izwe elinye,umnini,uthenga,izwe,1
umnini uthenga isakhiwo esinye,umnini,uthenga,isakhiwo,1
umnini uthenga umnini onye,umnini,uthenga,umnini,1
umnini uthenga unyawo olunye,umnini,uthenga,unyawo,1
umnini uthenga izambane elinye,umnini,uthenga,izambane,1
umnini uthenga iNkosi enye,umnini,uthenga,iNkosi,1
umnini uthenga ibhola elinye,umnini,uthenga,ibhola,1
umnini uthenga umzila onye,umnini,uthenga,umzila,1
umnini uthenga isicathulo esinye,umnini,uthenga,isicathulo,1
umnini uthenga ihholitshi elinye,umnini,uthenga,ihholitshi,1
umnini uthenga isihlahla esinye,umnini,uthenga,isihlahla,1
umnini uthenga ihhotela elinye,umnini,uthenga,ihhotela,1
umnini uthenga ihebhivo elinye,umnini,uthenga,ihebhivo,1
umnini uthenga umuthi onye,umnini,uthenga,umuthi,1
umnini uthenga igilebhisi elinye,umnini,uthenga,igilebhisi,1
umnini uthenga isikukhukhula esinye,umnini,uthenga,isikukhukhula,1
umnini uthenga inyuvesi enye,umnini,uthenga,inyuvesi,1
umnini uthenga inja enye,umnini,uthenga,inja,1
umnini uthenga iphoyisa elinye,umnini,uthenga,iphoyisa,1
umnini uthenga umkhandlu onye,umnini,uthenga,umkhandlu,1
umnini uthenga iwayini elinye,umnini,uthenga,iwayini,1
umnini uthenga uphawu olunye,umnini,uthenga,uphawu,1
umnini uthenga indawo yokubhukuda enye,umnini,uthenga,indawo yokubhukuda,1
umnini uthenga ikhompyutha elinye,umnini,uthenga,ikhompyutha,1
umnini uthenga isikhulumi esinye,umnini,uthenga,isikhulumi,1
umnini uthenga inyama enye,umnini,uthenga,inyama,1
umnini uthenga udokotela onye,umnini,uthenga,udokotela,1
umnini uthenga indlovu enye,umnini,uthenga,indlovu,1
umnini uthenga inkampani enye,umnini,uthenga,inkampani,1
umnini uthenga inkukhu enye,umnini,uthenga,inkukhu,1
umnini uthenga umlamuleli onye,umnini,uthenga,umlamuleli,1
umnini uthenga isidlo esinye,umnini,uthenga,isidlo,1
umnini uthenga umfundi we-undergraduate onye,umnini,uthenga,umfundi we-undergraduate,1
umnini uthenga ipayipi elinye,umnini,uthenga,ipayipi,1
umnini uthenga umfundisi onye,umnini,uthenga,umfundisi,1
umnini uthenga ibhodwe elinye,umnini,uthenga,ibhodwe,1
umnini uthenga iphalamende elinye,umnini,uthenga,iphalamende,1
umnini uthenga iholidi elinye,umnini,uthenga,iholidi,1
umnini uthenga indaba enye,umnini,uthenga,indaba,1
umnini uthenga ufishi onye,umnini,uthenga,ufishi,1
umnini uthenga ithoyizi elinye,umnini,uthenga,ithoyizi,1
umnini uthenga umfula onye,umnini,uthenga,umfula,1
umnini uthenga ukhilimu oyiqhwa onye,umnini,uthenga,ukhilimu oyiqhwa,1
umnini uthenga ibhokisi elinye,umnini,uthenga,ibhokisi,1
umnini uthenga isitambu esinye,umnini,uthenga,isitambu,1
umnini uthenga umsebenzi onye,umnini,uthenga,umsebenzi,1
umnini uthenga umgodi onye,umnini,uthenga,umgodi,1
umnini uthenga ihlo elinye,umnini,uthenga,ihlo,1
umnini uthenga insimu enye,umnini,uthenga,insimu,1
umnini uthenga isifunda esinye,umnini,uthenga,isifunda,1
umnini uthenga udonga onye,umnini,uthenga,udonga,1
umnini uthenga itiye elinye,umnini,uthenga,itiye,1
umnini uthenga ibhodlela elinye,umnini,uthenga,ibhodlela,1
umnini uthenga ukhiye onye,umnini,uthenga,ukhiye,1
umnini uthenga inkantini enye,umnini,uthenga,inkantini,1
umnini uthenga isisu esinye,umnini,uthenga,isisu,1
umnini uthenga uphaya onye,umnini,uthenga,uphaya,1
umnini uthenga intaba enye,umnini,uthenga,intaba,1
umnini uthenga umengammeli onye,umnini,uthenga,umengammeli,1
umnini uthenga umhlaba onye,umnini,uthenga,umhlaba,1
umnini uthenga ibhanoyi elinye,umnini,uthenga,ibhanoyi,1
umnini uthenga incwadi enye,umnini,uthenga,incwadi,1
umnini uthenga isitshalo esinye,umnini,uthenga,isitshalo,1
umnini uthenga unesi onye,umnini,uthenga,unesi,1
umnini uthenga isithwebuli esinye,umnini,uthenga,isithwebuli,1
umnini uthenga isilwane esifuyiweyo esinye,umnini,uthenga,isilwane esifuyiweyo,1
umnini uthenga igumbi elinye,umnini,uthenga,igumbi,1
umnini uthenga iwindi elinye,umnini,uthenga,iwindi,1
umnini uthenga ulwandle olunye,umnini,uthenga,ulwandle,1
umnini uthenga ummeli onye,umnini,uthenga,ummeli,1
umnini uthenga umphakathi onye,umnini,uthenga,umphakathi,1
umnini uthenga ikomidi elinye,umnini,uthenga,ikomidi,1
umnini uthenga indlwana enye,umnini,uthenga,indlwana,1
umnini uthenga iphilisi elinye,umnini,uthenga,iphilisi,1
umnini uthenga uhlaza olunye,umnini,uthenga,uhlaza,1
umnini uthenga imoto enye,umnini,uthenga,imoto,1
unyawo luthenga imali enye,unyawo,luthenga,imali,1
unyawo luthenga ijikijolo elinye,unyawo,luthenga,ijikijolo,1
unyawo luthenga inyoni enye,unyawo,luthenga,inyoni,1
unyawo luthenga ibhishi elinye,unyawo,luthenga,ibhishi,1
unyawo luthenga izwe elinye,unyawo,luthenga,izwe,1
unyawo luthenga isakhiwo esinye,unyawo,luthenga,isakhiwo,1
unyawo luthenga umnini onye,unyawo,luthenga,umnini,1
unyawo luthenga unyawo olunye,unyawo,luthenga,unyawo,1
unyawo luthenga izambane elinye,unyawo,luthenga,izambane,1
unyawo luthenga iNkosi enye,unyawo,luthenga,iNkosi,1
unyawo luthenga ibhola elinye,unyawo,luthenga,ibhola,1
unyawo luthenga umzila onye,unyawo,luthenga,umzila,1
unyawo luthenga isicathulo esinye,unyawo,luthenga,isicathulo,1
unyawo luthenga ihholitshi elinye,unyawo,luthenga,ihholitshi,1
unyawo luthenga isihlahla esinye,unyawo,luthenga,isihlahla,1
unyawo luthenga ihhotela elinye,unyawo,luthenga,ihhotela,1
unyawo luthenga ihebhivo elinye,unyawo,luthenga,ihebhivo,1
unyawo luthenga umuthi onye,unyawo,luthenga,umuthi,1
unyawo luthenga igilebhisi elinye,unyawo,luthenga,igilebhisi,1
unyawo luthenga isikukhukhula esinye,unyawo,luthenga,isikukhukhula,1
unyawo luthenga inyuvesi enye,unyawo,luthenga,inyuvesi,1
unyawo luthenga inja enye,unyawo,luthenga,inja,1
unyawo luthenga iphoyisa elinye,unyawo,luthenga,iphoyisa,1
unyawo luthenga umkhandlu onye,unyawo,luthenga,umkhandlu,1
unyawo luthenga iwayini elinye,unyawo,luthenga,iwayini,1
unyawo luthenga uphawu olunye,unyawo,luthenga,uphawu,1
unyawo luthenga indawo yokubhukuda enye,unyawo,luthenga,indawo yokubhukuda,1
unyawo luthenga ikhompyutha elinye,unyawo,luthenga,ikhompyutha,1
unyawo luthenga isikhulumi esinye,unyawo,luthenga,isikhulumi,1
unyawo luthenga inyama enye,unyawo,luthenga,inyama,1
unyawo luthenga udokotela onye,unyawo,luthenga,udokotela,1
unyawo luthenga indlovu enye,unyawo,luthenga,indlovu,1
unyawo luthenga inkampani enye,unyawo,luthenga,inkampani,1
unyawo luthenga inkukhu enye,unyawo,luthenga,inkukhu,1
unyawo luthenga umlamuleli onye,unyawo,luthenga,umlamuleli,1
unyawo luthenga isidlo esinye,unyawo,luthenga,isidlo,1
unyawo luthenga umfundi we-undergraduate onye,unyawo,luthenga,umfundi we-undergraduate,1
unyawo luthenga ipayipi elinye,unyawo,luthenga,ipayipi,1
unyawo luthenga umfundisi onye,unyawo,luthenga,umfundisi,1
unyawo luthenga ibhodwe elinye,unyawo,luthenga,ibhodwe,1
unyawo luthenga iphalamende elinye,unyawo,luthenga,iphalamende,1
unyawo luthenga iholidi elinye,unyawo,luthenga,iholidi,1
unyawo luthenga indaba enye,unyawo,luthenga,indaba,1
unyawo luthenga ufishi onye,unyawo,luthenga,ufishi,1
unyawo luthenga ithoyizi elinye,unyawo,luthenga,ithoyizi,1
unyawo luthenga umfula onye,unyawo,luthenga,umfula,1
unyawo luthenga ukhilimu oyiqhwa onye,unyawo,luthenga,ukhilimu oyiqhwa,1
unyawo luthenga ibhokisi elinye,unyawo,luthenga,ibhokisi,1
unyawo luthenga isitambu esinye,unyawo,luthenga,isitambu,1
unyawo luthenga umsebenzi onye,unyawo,luthenga,umsebenzi,1
unyawo luthenga umgodi onye,unyawo,luthenga,umgodi,1
unyawo luthenga ihlo elinye,unyawo,luthenga,ihlo,1
unyawo luthenga insimu enye,unyawo,luthenga,insimu,1
unyawo luthenga isifunda esinye,unyawo,luthenga,isifunda,1
unyawo luthenga udonga onye,unyawo,luthenga,udonga,1
unyawo luthenga itiye elinye,unyawo,luthenga,itiye,1
unyawo luthenga ibhodlela elinye,unyawo,luthenga,ibhodlela,1
unyawo luthenga ukhiye onye,unyawo,luthenga,ukhiye,1
unyawo luthenga inkantini enye,unyawo,luthenga,inkantini,1
unyawo luthenga isisu esinye,unyawo,luthenga,isisu,1
unyawo luthenga uphaya onye,unyawo,luthenga,uphaya,1
unyawo luthenga intaba enye,unyawo,luthenga,intaba,1
unyawo luthenga umengammeli onye,unyawo,luthenga,umengammeli,1
unyawo luthenga umhlaba onye,unyawo,luthenga,umhlaba,1
unyawo luthenga ibhanoyi elinye,unyawo,luthenga,ibhanoyi,1
unyawo luthenga incwadi enye,unyawo,luthenga,incwadi,1
unyawo luthenga isitshalo esinye,unyawo,luthenga,isitshalo,1
unyawo luthenga unesi onye,unyawo,luthenga,unesi,1
unyawo luthenga isithwebuli esinye,unyawo,luthenga,isithwebuli,1
unyawo luthenga isilwane esifuyiweyo esinye,unyawo,luthenga,isilwane esifuyiweyo,1
unyawo luthenga igumbi elinye,unyawo,luthenga,igumbi,1
unyawo luthenga iwindi elinye,unyawo,luthenga,iwindi,1
unyawo luthenga ulwandle olunye,unyawo,luthenga,ulwandle,1
unyawo luthenga ummeli onye,unyawo,luthenga,ummeli,1
unyawo luthenga umphakathi onye,unyawo,luthenga,umphakathi,1
unyawo luthenga ikomidi elinye,unyawo,luthenga,ikomidi,1
unyawo luthenga indlwana enye,unyawo,luthenga,indlwana,1
unyawo luthenga iphilisi elinye,unyawo,luthenga,iphilisi,1
unyawo luthenga uhlaza olunye,unyawo,luthenga,uhlaza,1
unyawo luthenga imoto enye,unyawo,luthenga,imoto,1
izambane lithenga imali enye,izambane,lithenga,imali,1
izambane lithenga ijikijolo elinye,izambane,lithenga,ijikijolo,1
izambane lithenga inyoni enye,izambane,lithenga,inyoni,1
izambane lithenga ibhishi elinye,izambane,lithenga,ibhishi,1
izambane lithenga izwe elinye,izambane,lithenga,izwe,1
izambane lithenga isakhiwo esinye,izambane,lithenga,isakhiwo,1
izambane lithenga umnini onye,izambane,lithenga,umnini,1
izambane lithenga unyawo olunye,izambane,lithenga,unyawo,1
izambane lithenga izambane elinye,izambane,lithenga,izambane,1
izambane lithenga iNkosi enye,izambane,lithenga,iNkosi,1
izambane lithenga ibhola elinye,izambane,lithenga,ibhola,1
izambane lithenga umzila onye,izambane,lithenga,umzila,1
izambane lithenga isicathulo esinye,izambane,lithenga,isicathulo,1
izambane lithenga ihholitshi elinye,izambane,lithenga,ihholitshi,1
izambane lithenga isihlahla esinye,izambane,lithenga,isihlahla,1
izambane lithenga ihhotela elinye,izambane,lithenga,ihhotela,1
izambane lithenga ihebhivo elinye,izambane,lithenga,ihebhivo,1
izambane lithenga umuthi onye,izambane,lithenga,umuthi,1
izambane lithenga igilebhisi elinye,izambane,lithenga,igilebhisi,1
izambane lithenga isikukhukhula esinye,izambane,lithenga,isikukhukhula,1
izambane lithenga inyuvesi enye,izambane,lithenga,inyuvesi,1
izambane lithenga inja enye,izambane,lithenga,inja,1
izambane lithenga iphoyisa elinye,izambane,lithenga,iphoyisa,1
izambane lithenga umkhandlu onye,izambane,lithenga,umkhandlu,1
izambane lithenga iwayini elinye,izambane,lithenga,iwayini,1
izambane lithenga uphawu olunye,izambane,lithenga,uphawu,1
izambane lithenga indawo yokubhukuda enye,izambane,lithenga,indawo yokubhukuda,1
izambane lithenga ikhompyutha elinye,izambane,lithenga,ikhompyutha,1
izambane lithenga isikhulumi esinye,izambane,lithenga,isikhulumi,1
izambane lithenga inyama enye,izambane,lithenga,inyama,1
izambane lithenga udokotela onye,izambane,lithenga,udokotela,1
izambane lithenga indlovu enye,izambane,lithenga,indlovu,1
izambane lithenga inkampani enye,izambane,lithenga,inkampani,1
izambane lithenga inkukhu enye,izambane,lithenga,inkukhu,1
izambane lithenga umlamuleli onye,izambane,lithenga,umlamuleli,1
izambane lithenga isidlo esinye,izambane,lithenga,isidlo,1
izambane lithenga umfundi we-undergraduate onye,izambane,lithenga,umfundi we-undergraduate,1
izambane lithenga ipayipi elinye,izambane,lithenga,ipayipi,1
izambane lithenga umfundisi onye,izambane,lithenga,umfundisi,1
izambane lithenga ibhodwe elinye,izambane,lithenga,ibhodwe,1
izambane lithenga iphalamende elinye,izambane,lithenga,iphalamende,1
izambane lithenga iholidi elinye,izambane,lithenga,iholidi,1
izambane lithenga indaba enye,izambane,lithenga,indaba,1
izambane lithenga ufishi onye,izambane,lithenga,ufishi,1
izambane lithenga ithoyizi elinye,izambane,lithenga,ithoyizi,1
izambane lithenga umfula onye,izambane,lithenga,umfula,1
izambane lithenga ukhilimu oyiqhwa onye,izambane,lithenga,ukhilimu oyiqhwa,1
izambane lithenga ibhokisi elinye,izambane,lithenga,ibhokisi,1
izambane lithenga isitambu esinye,izambane,lithenga,isitambu,1
izambane lithenga umsebenzi onye,izambane,lithenga,umsebenzi,1
izambane lithenga umgodi onye,izambane,lithenga,umgodi,1
izambane lithenga ihlo elinye,izambane,lithenga,ihlo,1
izambane lithenga insimu enye,izambane,lithenga,insimu,1
izambane lithenga isifunda esinye,izambane,lithenga,isifunda,1
izambane lithenga udonga onye,izambane,lithenga,udonga,1
izambane lithenga itiye elinye,izambane,lithenga,itiye,1
izambane lithenga ibhodlela elinye,izambane,lithenga,ibhodlela,1
izambane lithenga ukhiye onye,izambane,lithenga,ukhiye,1
izambane lithenga inkantini enye,izambane,lithenga,inkantini,1
izambane lithenga isisu esinye,izambane,lithenga,isisu,1
izambane lithenga uphaya onye,izambane,lithenga,uphaya,1
izambane lithenga intaba enye,izambane,lithenga,intaba,1
izambane lithenga umengammeli onye,izambane,lithenga,umengammeli,1
izambane lithenga umhlaba onye,izambane,lithenga,umhlaba,1
izambane lithenga ibhanoyi elinye,izambane,lithenga,ibhanoyi,1
izambane lithenga incwadi enye,izambane,lithenga,incwadi,1
izambane lithenga isitshalo esinye,izambane,lithenga,isitshalo,1
izambane lithenga unesi onye,izambane,lithenga,unesi,1
izambane lithenga isithwebuli esinye,izambane,lithenga,isithwebuli,1
izambane lithenga isilwane esifuyiweyo esinye,izambane,lithenga,isilwane esifuyiweyo,1
izambane lithenga igumbi elinye,izambane,lithenga,igumbi,1
izambane lithenga iwindi elinye,izambane,lithenga,iwindi,1
izambane lithenga ulwandle olunye,izambane,lithenga,ulwandle,1
izambane lithenga ummeli onye,izambane,lithenga,ummeli,1
izambane lithenga umphakathi onye,izambane,lithenga,umphakathi,1
izambane lithenga ikomidi elinye,izambane,lithenga,ikomidi,1
izambane lithenga indlwana enye,izambane,lithenga,indlwana,1
izambane lithenga iphilisi elinye,izambane,lithenga,iphilisi,1
izambane lithenga uhlaza olunye,izambane,lithenga,uhlaza,1
izambane lithenga imoto enye,izambane,lithenga,imoto,1
iNkosi ithenga imali enye,iNkosi,ithenga,imali,1
iNkosi ithenga ijikijolo elinye,iNkosi,ithenga,ijikijolo,1
iNkosi ithenga inyoni enye,iNkosi,ithenga,inyoni,1
iNkosi ithenga ibhishi elinye,iNkosi,ithenga,ibhishi,1
iNkosi ithenga izwe elinye,iNkosi,ithenga,izwe,1
iNkosi ithenga isakhiwo esinye,iNkosi,ithenga,isakhiwo,1
iNkosi ithenga umnini onye,iNkosi,ithenga,umnini,1
iNkosi ithenga unyawo olunye,iNkosi,ithenga,unyawo,1
iNkosi ithenga izambane elinye,iNkosi,ithenga,izambane,1
iNkosi ithenga iNkosi enye,iNkosi,ithenga,iNkosi,1
iNkosi ithenga ibhola elinye,iNkosi,ithenga,ibhola,1
iNkosi ithenga umzila onye,iNkosi,ithenga,umzila,1
iNkosi ithenga isicathulo esinye,iNkosi,ithenga,isicathulo,1
iNkosi ithenga ihholitshi elinye,iNkosi,ithenga,ihholitshi,1
iNkosi ithenga isihlahla esinye,iNkosi,ithenga,isihlahla,1
iNkosi ithenga ihhotela elinye,iNkosi,ithenga,ihhotela,1
iNkosi ithenga ihebhivo elinye,iNkosi,ithenga,ihebhivo,1
iNkosi ithenga umuthi onye,iNkosi,ithenga,umuthi,1
iNkosi ithenga igilebhisi elinye,iNkosi,ithenga,igilebhisi,1
iNkosi ithenga isikukhukhula esinye,iNkosi,ithenga,isikukhukhula,1
iNkosi ithenga inyuvesi enye,iNkosi,ithenga,inyuvesi,1
iNkosi ithenga inja enye,iNkosi,ithenga,inja,1
iNkosi ithenga iphoyisa elinye,iNkosi,ithenga,iphoyisa,1
iNkosi ithenga umkhandlu onye,iNkosi,ithenga,umkhandlu,1
iNkosi ithenga iwayini elinye,iNkosi,ithenga,iwayini,1
iNkosi ithenga uphawu olunye,iNkosi,ithenga,uphawu,1
iNkosi ithenga indawo yokubhukuda enye,iNkosi,ithenga,indawo yokubhukuda,1
iNkosi ithenga ikhompyutha elinye,iNkosi,ithenga,ikhompyutha,1
iNkosi ithenga isikhulumi esinye,iNkosi,ithenga,isikhulumi,1
iNkosi ithenga inyama enye,iNkosi,ithenga,inyama,1
iNkosi ithenga udokotela onye,iNkosi,ithenga,udokotela,1
iNkosi ithenga indlovu enye,iNkosi,ithenga,indlovu,1
iNkosi ithenga inkampani enye,iNkosi,ithenga,inkampani,1
iNkosi ithenga inkukhu enye,iNkosi,ithenga,inkukhu,1
iNkosi ithenga umlamuleli onye,iNkosi,ithenga,umlamuleli,1
iNkosi ithenga isidlo esinye,iNkosi,ithenga,isidlo,1
iNkosi ithenga umfundi we-undergraduate onye,iNkosi,ithenga,umfundi we-undergraduate,1
iNkosi ithenga ipayipi elinye,iNkosi,ithenga,ipayipi,1
iNkosi ithenga umfundisi onye,iNkosi,ithenga,umfundisi,1
iNkosi ithenga ibhodwe elinye,iNkosi,ithenga,ibhodwe,1
iNkosi ithenga iphalamende elinye,iNkosi,ithenga,iphalamende,1
iNkosi ithenga iholidi elinye,iNkosi,ithenga,iholidi,1
iNkosi ithenga indaba enye,iNkosi,ithenga,indaba,1
iNkosi ithenga ufishi onye,iNkosi,ithenga,ufishi,1
iNkosi ithenga ithoyizi elinye,iNkosi,ithenga,ithoyizi,1
iNkosi ithenga umfula onye,iNkosi,ithenga,umfula,1
iNkosi ithenga ukhilimu oyiqhwa onye,iNkosi,ithenga,ukhilimu oyiqhwa,1
iNkosi ithenga ibhokisi elinye,iNkosi,ithenga,ibhokisi,1
iNkosi ithenga isitambu esinye,iNkosi,ithenga,isitambu,1
iNkosi ithenga umsebenzi onye,iNkosi,ithenga,umsebenzi,1
