sentence,first_noun,verb,second_noun,number
iziNkosi zithenga incwadi enye,iziNkosi,zithenga,incwadi,1
iziNkosi zithenga isitshalo esinye,iziNkosi,zithenga,isitshalo,1
iziNkosi zithenga unesi onye,iziNkosi,zithenga,unesi,1
iziNkosi zithenga isithwebuli esinye,iziNkosi,zithenga,isithwebuli,1
iziNkosi zithenga isilwane esifuyiweyo esinye,iziNkosi,zithenga,isilwane esifuyiweyo,1
iziNkosi zithenga igumbi elinye,iziNkosi,zithenga,igumbi,1
iziNkosi zithenga iwindi elinye,iziNkosi,zithenga,iwindi,1
iziNkosi zithenga ulwandle olunye,iziNkosi,zithenga,ulwandle,1
iziNkosi zithenga ummeli onye,iziNkosi,zithenga,ummeli,1
iziNkosi zithenga umphakathi onye,iziNkosi,zithenga,umphakathi,1
iziNkosi zithenga ikomidi elinye,iziNkosi,zithenga,ikomidi,1
iziNkosi zithenga indlwana enye,iziNkosi,zithenga,indlwana,1
iziNkosi zithenga iphilisi elinye,iziNkosi,zithenga,iphilisi,1
iziNkosi zithenga uhlaza olunye,iziNkosi,zithenga,uhlaza,1
iziNkosi zithenga imoto enye,iziNkosi,zithenga,imoto,1
amajikijolo athenga imali enye,amajikijolo,athenga,imali,1
amajikijolo athenga ijikijolo elinye,amajikijolo,athenga,ijikijolo,1
amajikijolo athenga inyoni enye,amajikijolo,athenga,inyoni,1
amajikijolo athenga ibhishi elinye,amajikijolo,athenga,ibhishi,1
amajikijolo athenga izwe elinye,amajikijolo,athenga,izwe,1
amajikijolo athenga isakhiwo esinye,amajikijolo,athenga,isakhiwo,1
amajikijolo athenga umnini onye,amajikijolo,athenga,umnini,1
amajikijolo athenga unyawo olunye,amajikijolo,athenga,unyawo,1
amajikijolo athenga izambane elinye,amajikijolo,athenga,izambane,1
amajikijolo athenga iNkosi enye,amajikijolo,athenga,iNkosi,1
amajikijolo athenga ibhola elinye,amajikijolo,athenga,ibhola,1
amajikijolo athenga umzila onye,amajikijolo,athenga,umzila,1
amajikijolo athenga isicathulo esinye,amajikijolo,athenga,isicathulo,1
amajikijolo athenga ihholitshi elinye,amajikijolo,athenga,ihholitshi,1
amajikijolo athenga isihlahla esinye,amajikijolo,athenga,isihlahla,1
amajikijolo athenga ihhotela elinye,amajikijolo,athenga,ihhotela,1
amajikijolo athenga ihebhivo elinye,amajikijolo,athenga,ihebhivo,1
amajikijolo athenga umuthi onye,amajikijolo,athenga,umuthi,1
amajikijolo athenga igilebhisi elinye,amajikijolo,athenga,igilebhisi,1
amajikijolo athenga isikukhukhula esinye,amajikijolo,athenga,isikukhukhula,1
amajikijolo athenga inyuvesi enye,amajikijolo,athenga,inyuvesi,1
amajikijolo athenga inja enye,amajikijolo,athenga,inja,1
amajikijolo athenga iphoyisa elinye,amajikijolo,athenga,iphoyisa,1
amajikijolo athenga umkhandlu onye,amajikijolo,athenga,umkhandlu,1
amajikijolo athenga iwayini elinye,amajikijolo,athenga,iwayini,1
amajikijolo athenga uphawu olunye,amajikijolo,athenga,uphawu,1
amajikijolo athenga indawo yokubhukuda enye,amajikijolo,athenga,indawo yokubhukuda,1
amajikijolo athenga ikhompyutha elinye,amajikijolo,athenga,ikhompyutha,1
amajikijolo athenga isikhulumi esinye,amajikijolo,athenga,isikhulumi,1
amajikijolo athenga inyama enye,amajikijolo,athenga,inyama,1
amajikijolo athenga udokotela onye,amajikijolo,athenga,udokotela,1
amajikijolo athenga indlovu enye,amajikijolo,athenga,indlovu,1
amajikijolo athenga inkampani enye,amajikijolo,athenga,inkampani,1
amajikijolo athenga inkukhu enye,amajikijolo,athenga,inkukhu,1
amajikijolo athenga umlamuleli onye,amajikijolo,athenga,umlamuleli,1
amajikijolo athenga isidlo esinye,amajikijolo,athenga,isidlo,1
amajikijolo athenga umfundi we-undergraduate onye,amajikijolo,athenga,umfundi we-undergraduate,1
amajikijolo athenga ipayipi elinye,amajikijolo,athenga,ipayipi,1
amajikijolo athenga umfundisi onye,amajikijolo,athenga,umfundisi,1
amajikijolo athenga ibhodwe elinye,amajikijolo,athenga,ibhodwe,1
amajikijolo athenga iphalamende elinye,amajikijolo,athenga,iphalamende,1
amajikijolo athenga iholidi elinye,amajikijolo,athenga,iholidi,1
amajikijolo athenga indaba enye,amajikijolo,athenga,indaba,1
amajikijolo athenga ufishi onye,amajikijolo,athenga,ufishi,1
amajikijolo athenga ithoyizi elinye,amajikijolo,athenga,ithoyizi,1
amajikijolo athenga umfula onye,amajikijolo,athenga,umfula,1
amajikijolo athenga ukhilimu oyiqhwa onye,amajikijolo,athenga,ukhilimu oyiqhwa,1
amajikijolo athenga ibhokisi elinye,amajikijolo,athenga,ibhokisi,1
amajikijolo athenga isitambu esinye,amajikijolo,athenga,isitambu,1
amajikijolo athenga umsebenzi onye,amajikijolo,athenga,umsebenzi,1
amajikijolo athenga umgodi onye,amajikijolo,athenga,umgodi,1
amajikijolo athenga ihlo elinye,amajikijolo,athenga,ihlo,1
amajikijolo athenga insimu enye,amajikijolo,athenga,insimu,1
amajikijolo athenga isifunda esinye,amajikijolo,athenga,isifunda,1
amajikijolo athenga udonga onye,amajikijolo,athenga,udonga,1
amajikijolo athenga itiye elinye,amajikijolo,athenga,itiye,1
amajikijolo athenga ibhodlela elinye,amajikijolo,athenga,ibhodlela,1
amajikijolo athenga ukhiye onye,amajikijolo,athenga,ukhiye,1
amajikijolo athenga inkantini enye,amajikijolo,athenga,inkantini,1
amajikijolo athenga isisu esinye,amajikijolo,athenga,isisu,1
amajikijolo athenga uphaya onye,amajikijolo,athenga,uphaya,1
amajikijolo athenga intaba enye,amajikijolo,athenga,intaba,1
amajikijolo athenga umengammeli onye,amajikijolo,athenga,umengammeli,1
amajikijolo athenga umhlaba onye,amajikijolo,athenga,umhlaba,1
amajikijolo athenga ibhanoyi elinye,amajikijolo,athenga,ibhanoyi,1
amajikijolo athenga incwadi enye,amajikijolo,athenga,incwadi,1
amajikijolo athenga isitshalo esinye,amajikijolo,athenga,isitshalo,1
amajikijolo athenga unesi onye,amajikijolo,athenga,unesi,1
amajikijolo athenga isithwebuli esinye,amajikijolo,athenga,isithwebuli,1
amajikijolo athenga isilwane esifuyiweyo esinye,amajikijolo,athenga,isilwane esifuyiweyo,1
amajikijolo athenga igumbi elinye,amajikijolo,athenga,igumbi,1
amajikijolo athenga iwindi elinye,amajikijolo,athenga,iwindi,1
amajikijolo athenga ulwandle olunye,amajikijolo,athenga,ulwandle,1
amajikijolo athenga ummeli onye,amajikijolo,athenga,ummeli,1
amajikijolo athenga umphakathi onye,amajikijolo,athenga,umphakathi,1
amajikijolo athenga ikomidi elinye,amajikijolo,athenga,ikomidi,1
amajikijolo athenga indlwana enye,amajikijolo,athenga,indlwana,1
amajikijolo athenga iphilisi elinye,amajikijolo,athenga,iphilisi,1
amajikijolo athenga uhlaza olunye,amajikijolo,athenga,uhlaza,1
amajikijolo athenga imoto enye,amajikijolo,athenga,imoto,1
izinsimu zithenga imali enye,izinsimu,zithenga,imali,1
izinsimu zithenga ijikijolo elinye,izinsimu,zithenga,ijikijolo,1
izinsimu zithenga inyoni enye,izinsimu,zithenga,inyoni,1
izinsimu zithenga ibhishi elinye,izinsimu,zithenga,ibhishi,1
izinsimu zithenga izwe elinye,izinsimu,zithenga,izwe,1
izinsimu zithenga isakhiwo esinye,izinsimu,zithenga,isakhiwo,1
izinsimu zithenga umnini onye,izinsimu,zithenga,umnini,1
izinsimu zithenga unyawo olunye,izinsimu,zithenga,unyawo,1
izinsimu zithenga izambane elinye,izinsimu,zithenga,izambane,1
izinsimu zithenga iNkosi enye,izinsimu,zithenga,iNkosi,1
izinsimu zithenga ibhola elinye,izinsimu,zithenga,ibhola,1
izinsimu zithenga umzila onye,izinsimu,zithenga,umzila,1
izinsimu zithenga isicathulo esinye,izinsimu,zithenga,isicathulo,1
izinsimu zithenga ihholitshi elinye,izinsimu,zithenga,ihholitshi,1
izinsimu zithenga isihlahla esinye,izinsimu,zithenga,isihlahla,1
izinsimu zithenga ihhotela elinye,izinsimu,zithenga,ihhotela,1
izinsimu zithenga ihebhivo elinye,izinsimu,zithenga,ihebhivo,1
izinsimu zithenga umuthi onye,izinsimu,zithenga,umuthi,1
izinsimu zithenga igilebhisi elinye,izinsimu,zithenga,igilebhisi,1
izinsimu zithenga isikukhukhula esinye,izinsimu,zithenga,isikukhukhula,1
izinsimu zithenga inyuvesi enye,izinsimu,zithenga,inyuvesi,1
izinsimu zithenga inja enye,izinsimu,zithenga,inja,1
izinsimu zithenga iphoyisa elinye,izinsimu,zithenga,iphoyisa,1
izinsimu zithenga umkhandlu onye,izinsimu,zithenga,umkhandlu,1
izinsimu zithenga iwayini elinye,izinsimu,zithenga,iwayini,1
izinsimu zithenga uphawu olunye,izinsimu,zithenga,uphawu,1
izinsimu zithenga indawo yokubhukuda enye,izinsimu,zithenga,indawo yokubhukuda,1
izinsimu zithenga ikhompyutha elinye,izinsimu,zithenga,ikhompyutha,1
izinsimu zithenga isikhulumi esinye,izinsimu,zithenga,isikhulumi,1
izinsimu zithenga inyama enye,izinsimu,zithenga,inyama,1
izinsimu zithenga udokotela onye,izinsimu,zithenga,udokotela,1
izinsimu zithenga indlovu enye,izinsimu,zithenga,indlovu,1
izinsimu zithenga inkampani enye,izinsimu,zithenga,inkampani,1
izinsimu zithenga inkukhu enye,izinsimu,zithenga,inkukhu,1
izinsimu zithenga umlamuleli onye,izinsimu,zithenga,umlamuleli,1
izinsimu zithenga isidlo esinye,izinsimu,zithenga,isidlo,1
izinsimu zithenga umfundi we-undergraduate onye,izinsimu,zithenga,umfundi we-undergraduate,1
izinsimu zithenga ipayipi elinye,izinsimu,zithenga,ipayipi,1
izinsimu zithenga umfundisi onye,izinsimu,zithenga,umfundisi,1
izinsimu zithenga ibhodwe elinye,izinsimu,zithenga,ibhodwe,1
izinsimu zithenga iphalamende elinye,izinsimu,zithenga,iphalamende,1
izinsimu zithenga iholidi elinye,izinsimu,zithenga,iholidi,1
izinsimu zithenga indaba enye,izinsimu,zithenga,indaba,1
izinsimu zithenga ufishi onye,izinsimu,zithenga,ufishi,1
izinsimu zithenga ithoyizi elinye,izinsimu,zithenga,ithoyizi,1
izinsimu zithenga umfula onye,izinsimu,zithenga,umfula,1
izinsimu zithenga ukhilimu oyiqhwa onye,izinsimu,zithenga,ukhilimu oyiqhwa,1
izinsimu zithenga ibhokisi elinye,izinsimu,zithenga,ibhokisi,1
izinsimu zithenga isitambu esinye,izinsimu,zithenga,isitambu,1
izinsimu zithenga umsebenzi onye,izinsimu,zithenga,umsebenzi,1
izinsimu zithenga umgodi onye,izinsimu,zithenga,umgodi,1
izinsimu zithenga ihlo elinye,izinsimu,zithenga,ihlo,1
izinsimu zithenga insimu enye,izinsimu,zithenga,insimu,1
izinsimu zithenga isifunda esinye,izinsimu,zithenga,isifunda,1
izinsimu zithenga udonga onye,izinsimu,zithenga,udonga,1
izinsimu zithenga itiye elinye,izinsimu,zithenga,itiye,1
izinsimu zithenga ibhodlela elinye,izinsimu,zithenga,ibhodlela,1
izinsimu zithenga ukhiye onye,izinsimu,zithenga,ukhiye,1
izinsimu zithenga inkantini enye,izinsimu,zithenga,inkantini,1
izinsimu zithenga isisu esinye,izinsimu,zithenga,isisu,1
izinsimu zithenga uphaya onye,izinsimu,zithenga,uphaya,1
izinsimu zithenga intaba enye,izinsimu,zithenga,intaba,1
izinsimu zithenga umengammeli onye,izinsimu,zithenga,umengammeli,1
izinsimu zithenga umhlaba onye,izinsimu,zithenga,umhlaba,1
izinsimu zithenga ibhanoyi elinye,izinsimu,zithenga,ibhanoyi,1
izinsimu zithenga incwadi enye,izinsimu,zithenga,incwadi,1
izinsimu zithenga isitshalo esinye,izinsimu,zithenga,isitshalo,1
izinsimu zithenga unesi onye,izinsimu,zithenga,unesi,1
izinsimu zithenga isithwebuli esinye,izinsimu,zithenga,isithwebuli,1
izinsimu zithenga isilwane esifuyiweyo esinye,izinsimu,zithenga,isilwane esifuyiweyo,1
izinsimu zithenga igumbi elinye,izinsimu,zithenga,igumbi,1
izinsimu zithenga iwindi elinye,izinsimu,zithenga,iwindi,1
izinsimu zithenga ulwandle olunye,izinsimu,zithenga,ulwandle,1
izinsimu zithenga ummeli onye,izinsimu,zithenga,ummeli,1
izinsimu zithenga umphakathi onye,izinsimu,zithenga,umphakathi,1
izinsimu zithenga ikomidi elinye,izinsimu,zithenga,ikomidi,1
izinsimu zithenga indlwana enye,izinsimu,zithenga,indlwana,1
izinsimu zithenga iphilisi elinye,izinsimu,zithenga,iphilisi,1
izinsimu zithenga uhlaza olunye,izinsimu,zithenga,uhlaza,1
izinsimu zithenga imoto enye,izinsimu,zithenga,imoto,1
amagilebhisi athenga imali enye,amagilebhisi,athenga,imali,1
amagilebhisi athenga ijikijolo elinye,amagilebhisi,athenga,ijikijolo,1
amagilebhisi athenga inyoni enye,amagilebhisi,athenga,inyoni,1
amagilebhisi athenga ibhishi elinye,amagilebhisi,athenga,ibhishi,1
amagilebhisi athenga izwe elinye,amagilebhisi,athenga,izwe,1
amagilebhisi athenga isakhiwo esinye,amagilebhisi,athenga,isakhiwo,1
amagilebhisi athenga umnini onye,amagilebhisi,athenga,umnini,1
amagilebhisi athenga unyawo olunye,amagilebhisi,athenga,unyawo,1
amagilebhisi athenga izambane elinye,amagilebhisi,athenga,izambane,1
amagilebhisi athenga iNkosi enye,amagilebhisi,athenga,iNkosi,1
amagilebhisi athenga ibhola elinye,amagilebhisi,athenga,ibhola,1
amagilebhisi athenga umzila onye,amagilebhisi,athenga,umzila,1
amagilebhisi athenga isicathulo esinye,amagilebhisi,athenga,isicathulo,1
amagilebhisi athenga ihholitshi elinye,amagilebhisi,athenga,ihholitshi,1
amagilebhisi athenga isihlahla esinye,amagilebhisi,athenga,isihlahla,1
amagilebhisi athenga ihhotela elinye,amagilebhisi,athenga,ihhotela,1
amagilebhisi athenga ihebhivo elinye,amagilebhisi,athenga,ihebhivo,1
amagilebhisi athenga umuthi onye,amagilebhisi,athenga,umuthi,1
amagilebhisi athenga igilebhisi elinye,amagilebhisi,athenga,igilebhisi,1
amagilebhisi athenga isikukhukhula esinye,amagilebhisi,athenga,isikukhukhula,1
amagilebhisi athenga inyuvesi enye,amagilebhisi,athenga,inyuvesi,1
amagilebhisi athenga inja enye,amagilebhisi,athenga,inja,1
amagilebhisi athenga iphoyisa elinye,amagilebhisi,athenga,iphoyisa,1
amagilebhisi athenga umkhandlu onye,amagilebhisi,athenga,umkhandlu,1
amagilebhisi athenga iwayini elinye,amagilebhisi,athenga,iwayini,1
amagilebhisi athenga uphawu olunye,amagilebhisi,athenga,uphawu,1
amagilebhisi athenga indawo yokubhukuda enye,amagilebhisi,athenga,indawo yokubhukuda,1
amagilebhisi athenga ikhompyutha elinye,amagilebhisi,athenga,ikhompyutha,1
amagilebhisi athenga isikhulumi esinye,amagilebhisi,athenga,isikhulumi,1
amagilebhisi athenga inyama enye,amagilebhisi,athenga,inyama,1
amagilebhisi athenga udokotela onye,amagilebhisi,athenga,udokotela,1
amagilebhisi athenga indlovu enye,amagilebhisi,athenga,indlovu,1
amagilebhisi athenga inkampani enye,amagilebhisi,athenga,inkampani,1
amagilebhisi athenga inkukhu enye,amagilebhisi,athenga,inkukhu,1
amagilebhisi athenga umlamuleli onye,amagilebhisi,athenga,umlamuleli,1
amagilebhisi athenga isidlo esinye,amagilebhisi,athenga,isidlo,1
amagilebhisi athenga umfundi we-undergraduate onye,amagilebhisi,athenga,umfundi we-undergraduate,1
amagilebhisi athenga ipayipi elinye,amagilebhisi,athenga,ipayipi,1
amagilebhisi athenga umfundisi onye,amagilebhisi,athenga,umfundisi,1
amagilebhisi athenga ibhodwe elinye,amagilebhisi,athenga,ibhodwe,1
amagilebhisi athenga iphalamende elinye,amagilebhisi,athenga,iphalamende,1
amagilebhisi athenga iholidi elinye,amagilebhisi,athenga,iholidi,1
amagilebhisi athenga indaba enye,amagilebhisi,athenga,indaba,1
amagilebhisi athenga ufishi onye,amagilebhisi,athenga,ufishi,1
amagilebhisi athenga ithoyizi elinye,amagilebhisi,athenga,ithoyizi,1
amagilebhisi athenga umfula onye,amagilebhisi,athenga,umfula,1
amagilebhisi athenga ukhilimu oyiqhwa onye,amagilebhisi,athenga,ukhilimu oyiqhwa,1
amagilebhisi athenga ibhokisi elinye,amagilebhisi,athenga,ibhokisi,1
amagilebhisi athenga isitambu esinye,amagilebhisi,athenga,isitambu,1
amagilebhisi athenga umsebenzi onye,amagilebhisi,athenga,umsebenzi,1
amagilebhisi athenga umgodi onye,amagilebhisi,athenga,umgodi,1
amagilebhisi athenga ihlo elinye,amagilebhisi,athenga,ihlo,1
amagilebhisi athenga insimu enye,amagilebhisi,athenga,insimu,1
amagilebhisi athenga isifunda esinye,amagilebhisi,athenga,isifunda,1
amagilebhisi athenga udonga onye,amagilebhisi,athenga,udonga,1
amagilebhisi athenga itiye elinye,amagilebhisi,athenga,itiye,1
amagilebhisi athenga ibhodlela elinye,amagilebhisi,athenga,ibhodlela,1
amagilebhisi athenga ukhiye onye,amagilebhisi,athenga,ukhiye,1
amagilebhisi athenga inkantini enye,amagilebhisi,athenga,inkantini,1
amagilebhisi athenga isisu esinye,amagilebhisi,athenga,isisu,1
amagilebhisi athenga uphaya onye,amagilebhisi,athenga,uphaya,1
amagilebhisi athenga intaba enye,amagilebhisi,athenga,intaba,1
amagilebhisi athenga umengammeli onye,amagilebhisi,athenga,umengammeli,1
amagilebhisi athenga umhlaba onye,amagilebhisi,athenga,umhlaba,1
amagilebhisi athenga ibhanoyi elinye,amagilebhisi,athenga,ibhanoyi,1
amagilebhisi athenga incwadi enye,amagilebhisi,athenga,incwadi,1
amagilebhisi athenga isitshalo esinye,amagilebhisi,athenga,isitshalo,1
amagilebhisi athenga unesi onye,amagilebhisi,athenga,unesi,1
amagilebhisi athenga isithwebuli esinye,amagilebhisi,athenga,isithwebuli,1
amagilebhisi athenga isilwane esifuyiweyo esinye,amagilebhisi,athenga,isilwane esifuyiweyo,1
amagilebhisi athenga igumbi elinye,amagilebhisi,athenga,igumbi,1
amagilebhisi athenga iwindi elinye,amagilebhisi,athenga,iwindi,1
amagilebhisi athenga ulwandle olunye,amagilebhisi,athenga,ulwandle,1
amagilebhisi athenga ummeli onye,amagilebhisi,athenga,ummeli,1
amagilebhisi athenga umphakathi onye,amagilebhisi,athenga,umphakathi,1
amagilebhisi athenga ikomidi elinye,amagilebhisi,athenga,ikomidi,1
amagilebhisi athenga indlwana enye,amagilebhisi,athenga,indlwana,1
amagilebhisi athenga iphilisi elinye,amagilebhisi,athenga,iphilisi,1
amagilebhisi athenga uhlaza olunye,amagilebhisi,athenga,uhlaza,1
amagilebhisi athenga imoto enye,amagilebhisi,athenga,imoto,1
iminini ithenga imali enye,iminini,ithenga,imali,1
iminini ithenga ijikijolo elinye,iminini,ithenga,ijikijolo,1
iminini ithenga inyoni enye,iminini,ithenga,inyoni,1
iminini ithenga ibhishi elinye,iminini,ithenga,ibhishi,1
iminini ithenga izwe elinye,iminini,ithenga,izwe,1
iminini ithenga isakhiwo esinye,iminini,ithenga,isakhiwo,1
iminini ithenga umnini onye,iminini,ithenga,umnini,1
iminini ithenga unyawo olunye,iminini,ithenga,unyawo,1
iminini ithenga izambane elinye,iminini,ithenga,izambane,1
iminini ithenga iNkosi enye,iminini,ithenga,iNkosi,1
iminini ithenga ibhola elinye,iminini,ithenga,ibhola,1
iminini ithenga umzila onye,iminini,ithenga,umzila,1
iminini ithenga isicathulo esinye,iminini,ithenga,isicathulo,1
iminini ithenga ihholitshi elinye,iminini,ithenga,ihholitshi,1
iminini ithenga isihlahla esinye,iminini,ithenga,isihlahla,1
iminini ithenga ihhotela elinye,iminini,ithenga,ihhotela,1
iminini ithenga ihebhivo elinye,iminini,ithenga,ihebhivo,1
iminini ithenga umuthi onye,iminini,ithenga,umuthi,1
iminini ithenga igilebhisi elinye,iminini,ithenga,igilebhisi,1
iminini ithenga isikukhukhula esinye,iminini,ithenga,isikukhukhula,1
iminini ithenga inyuvesi enye,iminini,ithenga,inyuvesi,1
iminini ithenga inja enye,iminini,ithenga,inja,1
iminini ithenga iphoyisa elinye,iminini,ithenga,iphoyisa,1
iminini ithenga umkhandlu onye,iminini,ithenga,umkhandlu,1
iminini ithenga iwayini elinye,iminini,ithenga,iwayini,1
iminini ithenga uphawu olunye,iminini,ithenga,uphawu,1
iminini ithenga indawo yokubhukuda enye,iminini,ithenga,indawo yokubhukuda,1
iminini ithenga ikhompyutha elinye,iminini,ithenga,ikhompyutha,1
iminini ithenga isikhulumi esinye,iminini,ithenga,isikhulumi,1
iminini ithenga inyama enye,iminini,ithenga,inyama,1
iminini ithenga udokotela onye,iminini,ithenga,udokotela,1
iminini ithenga indlovu enye,iminini,ithenga,indlovu,1
iminini ithenga inkampani enye,iminini,ithenga,inkampani,1
iminini ithenga inkukhu enye,iminini,ithenga,inkukhu,1
iminini ithenga umlamuleli onye,iminini,ithenga,umlamuleli,1
iminini ithenga isidlo esinye,iminini,ithenga,isidlo,1
iminini ithenga umfundi we-undergraduate onye,iminini,ithenga,umfundi we-undergraduate,1
iminini ithenga ipayipi elinye,iminini,ithenga,ipayipi,1
iminini ithenga umfundisi onye,iminini,ithenga,umfundisi,1
iminini ithenga ibhodwe elinye,iminini,ithenga,ibhodwe,1
iminini ithenga iphalamende elinye,iminini,ithenga,iphalamende,1
iminini ithenga iholidi elinye,iminini,ithenga,iholidi,1
iminini ithenga indaba enye,iminini,ithenga,indaba,1
iminini ithenga ufishi onye,iminini,ithenga,ufishi,1
iminini ithenga ithoyizi elinye,iminini,ithenga,ithoyizi,1
iminini ithenga umfula onye,iminini,ithenga,umfula,1
iminini ithenga ukhilimu oyiqhwa onye,iminini,ithenga,ukhilimu oyiqhwa,1
iminini ithenga ibhokisi elinye,iminini,ithenga,ibhokisi,1
iminini ithenga isitambu esinye,iminini,ithenga,isitambu,1
iminini ithenga umsebenzi onye,iminini,ithenga,umsebenzi,1
iminini ithenga umgodi onye,iminini,ithenga,umgodi,1
iminini ithenga ihlo elinye,iminini,ithenga,ihlo,1
iminini ithenga insimu enye,iminini,ithenga,insimu,1
iminini ithenga isifunda esinye,iminini,ithenga,isifunda,1
iminini ithenga udonga onye,iminini,ithenga,udonga,1
iminini ithenga itiye elinye,iminini,ithenga,itiye,1
iminini ithenga ibhodlela elinye,iminini,ithenga,ibhodlela,1
iminini ithenga ukhiye onye,iminini,ithenga,ukhiye,1
iminini ithenga inkantini enye,iminini,ithenga,inkantini,1
iminini ithenga isisu esinye,iminini,ithenga,isisu,1
iminini ithenga uphaya onye,iminini,ithenga,uphaya,1
iminini ithenga intaba enye,iminini,ithenga,intaba,1
iminini ithenga umengammeli onye,iminini,ithenga,umengammeli,1
